Carrera Escogida,Escuela de Origen,Municipio,Estado,Sexo,Estado Civil,calFin,Paso
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,YUCATAN,HOMBRE,SOLTERO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,YUCATAN,HOMBRE,SOLTERO,3,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN PROCESOS ALIMENTARIOS,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,9,1
TSU EN CONTADURIA,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,HOMBRE,SOLTERO,8,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,HIDALGO,MUJER,VIUDO,8,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,HOMBRE,CASADO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,TLANCHINOL,MEXICO,MUJER,SOLTERO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,MEXICO,MUJER,CASADO,8,1
TSU EN CONSTRUCCION,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,YUCATAN,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,CONALEP CIUDAD AZTECA,YAHUALICA,JALISCO,MUJER,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,2,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,CASADO,1,0
TSU EN MERCADOTECNIA,CECYTE HUEJUTLA,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,3,0
TSU EN CONTADURIA,CECYTE ATLAPEXCO,YAHUALICA,YUCATAN,HOMBRE,VIUDO,5,0
TSU EN CONTADURIA,CECYTE ATLAPEXCO,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,2,0
TSU EN CONTADURIA,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,MEXICO,MUJER,SOLTERO,10,1
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,MUJER,DIVORCIADO,2,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,HIDALGO,MUJER,DIVORCIADO,9,1
TSU EN CONSTRUCCION,COBAEH ATLAPEXCO,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,1,0
TSU EN MECATRONICA Area Automatizacion,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,YUCATAN,MUJER,SOLTERO,8,1
TSU EN CONSTRUCCION,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,MEXICO,MUJER,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,YAHUALICA,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,2,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,7,0
TSU EN MERCADOTECNIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,PUEBLA,HOMBRE,SOLTERO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE HUEJUTLA,TLANCHINOL,JALISCO,MUJER,SOLTERO,4,0
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,YUCATAN,MUJER,VIUDO,1,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,HIDALGO,HOMBRE,CASADO,1,0
TSU EN CONTADURIA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,MEXICO,HOMBRE,CASADO,7,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE HUEJUTLA,ATLAPEXCO,JALISCO,HOMBRE,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,3,0
TSU EN CONTADURIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL MECATLAN,YAHUALICA,PUEBLA,MUJER,SOLTERO,2,0
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,ATLAPEXCO,PUEBLA,MUJER,CASADO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL JALTOCAN,YAHUALICA,HIDALGO,MUJER,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,MEXICO,MUJER,SOLTERO,2,0
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,PUEBLA,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,PUEBLA,HOMBRE,CASADO,3,0
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,MEXICO,MUJER,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,3,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,MEXICO,MUJER,DIVORCIADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,6,0
TSU EN CONTADURIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,MEXICO,HOMBRE,CASADO,5,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE ATLAPEXCO,YAHUALICA,MEXICO,MUJER,SOLTERO,9,1
TSU EN CONSTRUCCION,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,PUEBLA,MUJER,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,PUEBLA,MUJER,SOLTERO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL MECATLAN,YAHUALICA,HIDALGO,HOMBRE,CASADO,9,1
TSU EN GASTRONOMIA,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,MEXICO,HOMBRE,CASADO,6,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,4,0
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,JALISCO,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,CBTA # 5 (HUEJUTLA),ATLAPEXCO,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN CONTADURIA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,CASADO,10,1
TSU EN GASTRONOMIA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,MEXICO,MUJER,SOLTERO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE ATLAPEXCO,YAHUALICA,MEXICO,HOMBRE,SOLTERO,5,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,PUEBLA,MUJER,VIUDO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,YUCATAN,HOMBRE,SOLTERO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TEHUETLAN,YAHUALICA,HIDALGO,MUJER,CASADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,5,0
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,TLANCHINOL,JALISCO,MUJER,SOLTERO,1,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,PUEBLA,HOMBRE,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,YAHUALICA,YUCATAN,HOMBRE,DIVORCIADO,9,1
TSU EN CONTADURIA,CBTA # 5 (HUEJUTLA),ATLAPEXCO,MEXICO,MUJER,SOLTERO,8,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,JALISCO,HOMBRE,DIVORCIADO,1,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,PUEBLA,HOMBRE,DIVORCIADO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,8,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL POXINDEJE,YAHUALICA,PUEBLA,HOMBRE,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,JALISCO,HOMBRE,CASADO,2,0
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,MEXICO,MUJER,SOLTERO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,4,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,YUCATAN,HOMBRE,SOLTERO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL MECATLAN,TLANCHINOL,MEXICO,MUJER,DIVORCIADO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,MUJER,CASADO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,MEXICO,HOMBRE,CASADO,10,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,YUCATAN,MUJER,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,TLANCHINOL,HIDALGO,MUJER,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CBTA # 5 (HUEJUTLA),ATLAPEXCO,JALISCO,MUJER,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,9,1
TSU EN MERCADOTECNIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,MEXICO,MUJER,SOLTERO,9,1
TSU EN GASTRONOMIA,CONALEP CIUDAD AZTECA,YAHUALICA,PUEBLA,HOMBRE,VIUDO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,YUCATAN,MUJER,VIUDO,9,1
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,YAHUALICA,YUCATAN,HOMBRE,VIUDO,9,1
TSU EN CONSTRUCCION,CECYTE HUEJUTLA,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,7,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,YUCATAN,HOMBRE,SOLTERO,2,0
TSU EN CONTADURIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,MEXICO,HOMBRE,CASADO,8,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,MEXICO,MUJER,CASADO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,PUEBLA,HOMBRE,VIUDO,10,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,MEXICO,MUJER,SOLTERO,10,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,3,0
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL PACHUCA,YAHUALICA,YUCATAN,MUJER,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,HIDALGO,HOMBRE,CASADO,3,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL MECATLAN,ATLAPEXCO,YUCATAN,MUJER,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,8,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,10,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,JALISCO,MUJER,SOLTERO,2,0
TSU EN CONTADURIA,CECYTE HUEJUTLA,YAHUALICA,MEXICO,HOMBRE,SOLTERO,7,0
TSU EN PROCESOS ALIMENTARIOS,CECYTE HUEJUTLA,YAHUALICA,YUCATAN,HOMBRE,SOLTERO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL MECATLAN,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,MEXICO,HOMBRE,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,PUEBLA,HOMBRE,SOLTERO,5,0
TSU EN CONTADURIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,PUEBLA,HOMBRE,SOLTERO,1,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,MEXICO,MUJER,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,YUCATAN,HOMBRE,CASADO,10,1
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,MEXICO,MUJER,CASADO,1,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,1,0
TSU EN GASTRONOMIA,COBAEH HUEJUTLA,YAHUALICA,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,YUCATAN,HOMBRE,VIUDO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTE ATLAPEXCO,TLANCHINOL,JALISCO,HOMBRE,CASADO,9,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,YUCATAN,MUJER,VIUDO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,TLANCHINOL,HIDALGO,MUJER,CASADO,9,1
TSU EN CONSTRUCCION,CECYTE HUEJUTLA,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,HIDALGO,HOMBRE,DIVORCIADO,9,1
TSU EN MERCADOTECNIA,CECYTE ATLAPEXCO,YAHUALICA,MEXICO,MUJER,SOLTERO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN MERCADOTECNIA,CECYTE HUEJUTLA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,YUCATAN,MUJER,DIVORCIADO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,MEXICO,HOMBRE,CASADO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,HOMBRE,SOLTERO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,4,0
TSU EN MECATRONICA Area Automatizacion,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,TLANCHINOL,HIDALGO,MUJER,CASADO,2,0
TSU EN CONTADURIA,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,9,1
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN GASTRONOMIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL TEHUETLAN,YAHUALICA,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN GASTRONOMIA,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,YUCATAN,HOMBRE,SOLTERO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN CONTADURIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,JALISCO,HOMBRE,CASADO,9,1
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,HIDALGO,MUJER,SOLTERO,9,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,2,0
TSU EN MERCADOTECNIA,CECYTE HUEJUTLA,YAHUALICA,MEXICO,MUJER,SOLTERO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,HOMBRE,CASADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL MECATLAN,TLANCHINOL,PUEBLA,HOMBRE,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,YUCATAN,MUJER,SOLTERO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,SOLTERO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL POXINDEJE,YAHUALICA,YUCATAN,HOMBRE,VIUDO,2,0
TSU EN CONTADURIA,CONALEP CIUDAD AZTECA,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,PUEBLA,HOMBRE,CASADO,10,1
TSU EN MECATRONICA Area Automatizacion,COBAEH HUEJUTLA,YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,7,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH ATLAPEXCO,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,MUJER,VIUDO,9,1
